"epsilon","zeta","nu_short[1]","nu_short[2]","nu_short[3]","nu_short[4]","nu_short[5]","nu_short[6]","nu_short[7]","nu_short[8]","nu_short[9]","nu_short[10]","inoculum","beta_short[1]","beta_short[2]","beta_short[3]","r","alpha","gamma","x0","k0","x1","k1","x2","k2","x3","k3","x4","k4","u1","u2","u3","u4"
0.0566429,0.799942,0.000297358,0.00030428,0.000572709,0.00124991,0.00163944,0.00215353,0.00403272,0.00757658,0.0171534,0.0530524,0.00010627,0.539495,0.877562,1,60.6418,0.326739,0.287274,28.122,0.901851,65.4497,1.46693,182.302,0.377253,256.682,0.336167,297.388,2.55938,0.202678,0.411826,0.210602,0.410352
0.0531946,0.734638,0.000377831,0.000268099,0.000431343,0.000814357,0.00115519,0.00161043,0.0028829,0.00596709,0.012477,0.0397919,0.000103255,0.481549,0.919403,1,72.0553,0.368794,0.262718,28.1003,0.72401,63.0957,1.08672,180.433,0.505594,259.772,4.17522,298.592,0.675563,0.205881,0.399361,0.223658,0.449227
0.0586445,0.746502,0.000342492,0.000328446,0.0006206,0.00106416,0.00140401,0.00186739,0.00352083,0.00677671,0.0154016,0.048443,9.62368e-05,0.468967,0.929605,1,52.8678,0.307001,0.288762,28.2468,0.896449,64.3528,1.1478,178.555,1.46839,259.465,0.35548,297.179,1.04243,0.18966,0.385643,0.20412,0.405717
0.0528663,0.683522,0.000355501,0.000480101,0.000575728,0.00095752,0.00133628,0.0017363,0.00320733,0.00648374,0.0141896,0.0431173,9.56809e-05,0.432267,0.893413,1,41.1286,0.345686,0.244102,28.3042,0.852537,60.4563,3.24915,178.826,1.04672,257.553,0.343495,298.843,2.18451,0.198775,0.393799,0.219326,0.388334
0.0549453,0.632991,0.000378704,0.000306587,0.000490104,0.000765895,0.00119256,0.00152481,0.00282895,0.00561968,0.0121946,0.0377296,8.75389e-05,0.457276,0.895574,1,40.8162,0.347102,0.246044,28.4908,0.64722,60.8862,1.92949,179.149,0.91055,257.217,0.763347,298.162,0.449657,0.204995,0.391594,0.222721,0.414025
0.0542127,0.703977,0.000283099,0.000271772,0.00044268,0.000909754,0.0011382,0.00158209,0.00291349,0.00606413,0.0130112,0.0396219,0.00011072,0.499597,0.960955,1,50.506,0.344005,0.275573,28.0024,0.538464,60.919,1.34246,180.896,1.53972,259.987,1.19135,300.028,1.15199,0.216182,0.408252,0.242989,0.489167
0.0545906,0.728557,0.00024646,0.000291808,0.000400827,0.000789393,0.00114639,0.00148236,0.00278684,0.00559854,0.0121453,0.0375333,0.000112875,0.514041,0.923583,1,49.2929,0.351003,0.273558,28.1736,0.49573,61.6433,1.02817,180.026,1.05001,258.677,1.03293,299.824,0.907423,0.210946,0.408303,0.254365,0.459632
0.0574253,0.809996,0.000433817,0.000309683,0.000581512,0.000925128,0.0012035,0.0017188,0.00312264,0.00684785,0.0147055,0.0454549,0.000109154,0.461715,0.986935,1,72.4978,0.338263,0.313926,28.302,0.724385,63.4546,1.35921,179.298,2.19739,260.729,0.472671,294.952,2.30831,0.203336,0.415787,0.229537,0.448667
0.0568091,0.781708,0.000397043,0.000394312,0.000554242,0.000870721,0.00121932,0.00165102,0.00303895,0.00666929,0.0143548,0.044289,0.000107911,0.457835,0.998072,1,51.3046,0.332213,0.304264,27.9652,0.775414,63.373,2.09737,176.628,1.16588,261.158,0.943462,297.516,1.93431,0.197142,0.395697,0.238986,0.429426
0.0511636,0.67087,0.000240147,0.000201224,0.000368057,0.000928149,0.00121362,0.00159539,0.00296261,0.00623059,0.0137292,0.0450859,9.54829e-05,0.612349,0.952279,1,52.2161,0.328622,0.250341,28.05,0.728682,65.1269,0.588713,180.088,1.57236,259.814,1.14886,298.61,0.798377,0.195422,0.372445,0.203258,0.404864
0.0593952,0.869931,0.000567308,0.000521838,0.000854937,0.00111709,0.00150795,0.00191258,0.00360317,0.0078194,0.0169175,0.0520471,0.000110232,0.390802,0.996211,1,56.838,0.345895,0.340693,28.5371,0.886376,63.6455,3.56124,178.659,1.29903,261.832,0.422708,297.041,2.23245,0.213867,0.430372,0.244577,0.485146
0.06042,0.853318,0.000684383,0.000580392,0.000797608,0.00105711,0.00141091,0.00188613,0.00354378,0.00768381,0.0165023,0.0511926,0.000109258,0.369663,0.992788,1,54.1149,0.348317,0.33986,28.2753,0.799337,63.4627,4.10468,177.993,2.12768,261.83,0.450005,297.882,2.31808,0.213677,0.423743,0.245607,0.502854
0.0503033,0.810281,0.000392569,0.000465542,0.000722918,0.000925624,0.00129909,0.00177589,0.00311403,0.00654323,0.0145713,0.045948,0.00010745,0.389209,0.948786,1,50.7905,0.39496,0.268531,28.9268,1.39578,61.9767,0.848703,179.462,0.74252,260.992,0.481983,297.414,0.451655,0.215065,0.428471,0.228015,0.461978
0.0510452,0.78212,0.000510483,0.00033107,0.000500126,0.000856147,0.00115621,0.00160936,0.00294382,0.00621426,0.0132843,0.0422929,9.67912e-05,0.428931,0.954918,1,47.8519,0.409711,0.270126,28.9056,1.24614,61.8238,0.882174,177.973,0.820907,262.159,0.32266,297.659,0.561022,0.215183,0.413908,0.234622,0.469044
0.0487024,0.750992,0.000183479,0.000172532,0.000291583,0.000716056,0.00100395,0.00134629,0.00247823,0.00545096,0.0116228,0.0355503,0.000159731,0.635819,0.976462,1,61.8026,0.323173,0.264505,28.143,1.57764,62.904,2.16135,180.849,1.94243,258.146,3.22138,300.001,0.956126,0.208263,0.426011,0.253558,0.495126
0.0415358,0.86305,0.000215994,0.000163486,0.000280129,0.000735002,0.000938608,0.00133844,0.00254891,0.00533724,0.0113207,0.0363905,0.000113179,0.652604,0.981345,1,41.6825,0.496136,0.244834,28.8503,2.01899,66.4865,1.32096,179.923,1.77569,261.598,0.694407,295.499,2.052,0.207455,0.418225,0.234003,0.472629
0.0416956,0.928418,0.000200993,0.000160294,0.000283045,0.000799909,0.0011043,0.00143684,0.00264222,0.00592093,0.0128792,0.04019,0.000142574,0.691445,0.965483,1,61.1745,0.485225,0.2602,28.5804,1.80468,65.2554,3.50722,179.824,1.70615,262.554,0.697343,295.198,1.92071,0.220734,0.445307,0.240982,0.502624
0.0579661,0.667028,0.000415272,0.000305557,0.000618585,0.000902589,0.00124365,0.00162048,0.00310019,0.00651426,0.0139484,0.0446304,0.000102387,0.433692,0.979678,1,59.8929,0.302532,0.282356,27.9859,0.580017,61.0057,0.572333,177.623,0.980189,259.23,0.432932,299.445,0.679014,0.201454,0.390972,0.226585,0.450609
0.0578912,0.677645,0.000326076,0.000286709,0.000564681,0.000896269,0.00118163,0.00154749,0.00288033,0.00622439,0.0133428,0.0421426,0.000104682,0.442592,0.965876,1,51.8308,0.303564,0.279301,27.9731,0.744122,60.6155,0.627029,177.471,0.847964,259.691,0.507553,298.756,0.5345,0.1932,0.390592,0.223114,0.427181
0.0527034,0.643855,0.000486712,0.000473476,0.000521808,0.000694372,0.00100122,0.00137294,0.00246039,0.0052987,0.0117326,0.0371274,0.000147635,0.388731,0.996551,1,61.6582,0.274338,0.251181,28.5087,1.05498,64.0937,1.96275,178.398,2.71213,260.274,0.621139,297.604,3.58258,0.201023,0.400238,0.219068,0.440513
0.0580325,0.875456,0.00034729,0.000314928,0.000402317,0.00106493,0.00140732,0.00187274,0.00355191,0.00701451,0.0149244,0.0452137,0.000120761,0.606247,0.919038,1,47.6551,0.349005,0.32973,28.6602,0.875875,64.7355,2.29648,179.227,2.28279,260.828,0.27838,297.175,2.98871,0.216902,0.433738,0.244314,0.491747
0.0505801,0.642678,0.000313792,0.000272546,0.000406808,0.000646572,0.000883021,0.0012059,0.00217837,0.00461686,0.0104447,0.032728,0.000136404,0.444459,0.996705,1,54.8608,0.313616,0.241832,27.9468,0.612662,62.9603,1.3389,177.495,1.47851,260.979,4.15538,295.776,1.00678,0.198448,0.386789,0.22428,0.424314
0.0553305,0.689155,0.000243467,0.000194416,0.000420955,0.000803029,0.00110499,0.00147194,0.00288164,0.00605691,0.0129561,0.0404205,0.000122189,0.569333,0.959984,1,70.8042,0.291986,0.269822,27.4604,0.830585,65.8796,0.58632,181.396,1.80769,259.941,0.425168,299.433,2.44837,0.189848,0.378517,0.208994,0.433139
0.0508055,0.652332,0.000300122,0.000243882,0.000399787,0.000706779,0.000939618,0.001284,0.00237432,0.00509155,0.0107672,0.0332847,0.000130561,0.518113,0.960572,1,64.5916,0.298739,0.239821,28.459,3.15149,64.4129,0.529416,180.13,0.790831,259.517,0.331311,297.82,0.945818,0.191891,0.393243,0.205434,0.434905
0.0549046,0.730056,0.000299863,0.000225857,0.0004077,0.000894343,0.00117599,0.00161574,0.0031041,0.00671026,0.0143071,0.0455692,8.20547e-05,0.568167,0.989149,1,45.4613,0.375882,0.290613,27.6813,0.408552,61.6514,1.51364,179.494,1.45441,263.088,1.72479,296.955,2.03425,0.205803,0.384346,0.221862,0.446974
0.0496673,0.816397,0.000272832,0.000231212,0.00038365,0.000857243,0.00115966,0.00163059,0.00315053,0.00634222,0.0141381,0.0434943,0.000142788,0.543379,0.940773,1,71.6251,0.35628,0.278649,29.4219,1.04825,63.5994,1.5248,178.134,0.824555,257.997,0.36218,298.717,0.519813,0.23146,0.453242,0.269337,0.499782
0.0677724,0.678795,0.000455409,0.000381496,0.000574278,0.000921086,0.00123053,0.00167763,0.00302073,0.00604952,0.0127518,0.0400814,0.000104192,0.366336,0.91949,1,44.9415,0.304367,0.319266,28.2035,0.391784,61.0565,1.04066,181.531,1.49972,259.28,1.79585,298.96,2.57795,0.222749,0.414471,0.263984,0.471093
0.0437374,0.794684,0.000210388,0.00019837,0.000329055,0.000654851,0.000887084,0.00118205,0.00224265,0.00483858,0.0102107,0.0320594,0.000126751,0.562746,0.974158,1,84.3418,0.438208,0.237029,28.3294,1.91784,64.8647,3.82767,178.755,2.0646,264.049,0.318724,298.437,0.783639,0.197375,0.407542,0.223159,0.487344
0.0499842,0.812617,0.000265534,0.000241878,0.000413711,0.000814686,0.00112888,0.00157311,0.00283422,0.00605116,0.0136202,0.0416479,0.000133963,0.572763,0.964073,1,59.7339,0.346911,0.277242,28.8655,2.01208,65.3542,1.0533,180.432,1.30018,263.255,0.296901,294.599,1.89297,0.210647,0.423534,0.212287,0.450114
0.0515542,0.677877,0.000241366,0.000266784,0.000428235,0.000610412,0.000844469,0.00110627,0.00204389,0.00446518,0.00958885,0.028903,0.000155467,0.437051,0.991276,1,56.3848,0.344473,0.258592,27.7356,0.417717,60.5205,1.18651,177.252,1.06548,263.072,0.402419,296.201,1.23372,0.215389,0.416207,0.266067,0.478267
0.0601903,0.683596,0.000373515,0.000338056,0.000533793,0.000777917,0.00105719,0.00143431,0.00264911,0.00541348,0.0120324,0.0367936,0.000133764,0.447231,0.986862,1,40.4875,0.293275,0.297751,27.5459,0.351898,63.863,2.29156,180.84,2.51467,262.091,0.471866,297.853,1.2535,0.209918,0.401981,0.23855,0.46859
0.0545396,0.702624,0.000314736,0.000356103,0.000515201,0.000678032,0.00096283,0.00133487,0.00237947,0.00543258,0.0112754,0.0339622,0.000122291,0.425396,0.989655,1,46.8402,0.346039,0.271679,27.348,0.362442,63.9938,1.25351,181.44,0.798765,259.875,0.326871,298.707,0.535753,0.204054,0.40155,0.235166,0.479527
0.0546436,0.827111,0.000398514,0.000283789,0.000441475,0.000913597,0.00124294,0.00161874,0.00310205,0.00646435,0.0145054,0.0447531,0.000146077,0.536302,0.980567,1,47.9514,0.327393,0.311083,28.4385,3.76628,63.7989,4.91963,179.456,0.948535,263.42,0.268777,294.18,1.2325,0.221316,0.434378,0.234452,0.473915
0.055345,0.819172,0.000316459,0.00020898,0.00047766,0.000890494,0.00125396,0.0016297,0.00302589,0.00652869,0.0142852,0.0441693,0.000146339,0.534066,0.982964,1,40.5148,0.308262,0.312534,28.7416,2.36607,64.0895,3.10169,179.98,1.41645,262.155,0.28196,294.769,2.94782,0.21671,0.438168,0.225697,0.496574
0.0429541,0.790702,0.000199097,0.000199667,0.000292821,0.000648123,0.000857744,0.00121169,0.00222172,0.004919,0.0105977,0.0317075,0.00014735,0.609207,0.981229,1,62.2509,0.417996,0.242169,28.7948,2.00082,62.9113,1.23958,178.658,1.06965,259.486,0.269761,299.457,0.785725,0.216998,0.434523,0.271126,0.515764
0.0621683,0.749576,0.00053341,0.000436791,0.000665941,0.00114361,0.00162044,0.00209372,0.00394639,0.00836356,0.0190365,0.0592295,8.10417e-05,0.514503,0.979733,1,62.131,0.31662,0.325247,27.6204,0.584161,60.2278,1.07346,176.669,1.28597,261.366,0.275568,298.247,0.986756,0.189622,0.381214,0.207946,0.410552
0.0639398,0.725852,0.000363463,0.000309812,0.000607139,0.00108905,0.00145374,0.00203742,0.0038366,0.00795801,0.0170617,0.0546921,8.79026e-05,0.477013,0.948551,1,53.3353,0.310504,0.325169,28.0978,0.440143,63.2171,4.15047,180.37,1.58787,261.237,0.879065,295.951,1.24682,0.216663,0.398138,0.221935,0.418992
0.0506289,0.649839,0.000282399,0.000202135,0.000435859,0.000841586,0.00106117,0.00152076,0.00283927,0.00604676,0.013394,0.042015,0.000103169,0.493462,0.982668,1,52.5659,0.327956,0.244354,27.9454,0.648072,62.1226,0.620537,175.993,1.04227,258.435,0.734429,299.502,1.09822,0.193943,0.37641,0.219241,0.424297
0.0564309,0.76112,0.000339771,0.000302938,0.000460139,0.00123848,0.00155364,0.00222347,0.00413808,0.00877382,0.0193966,0.0631027,9.68146e-05,0.697135,0.966395,1,52.3931,0.302029,0.307327,27.5211,0.519139,65.0889,3.3867,180.801,2.73162,261.052,0.435514,295.46,1.87537,0.198316,0.38094,0.191841,0.392067
0.0452074,0.802883,0.000184878,0.000145946,0.000263213,0.000748573,0.00109349,0.00140658,0.00282341,0.00601134,0.0130112,0.0405607,8.86802e-05,0.745223,0.987772,1,61.0604,0.496134,0.262768,27.2673,0.407305,61.8053,0.780986,178.701,0.52973,260.02,0.914806,297.716,0.966178,0.201483,0.395584,0.244556,0.453254
0.0426131,0.780459,0.000132656,0.00016436,0.000244117,0.000699104,0.00093024,0.00132252,0.00234853,0.00523365,0.0115938,0.0363547,8.42427e-05,0.702321,0.984843,1,58.5399,0.604198,0.243308,27.4473,0.345423,62.3731,0.564778,180.399,0.592833,260.094,1.08733,298.266,1.73508,0.214974,0.403285,0.262532,0.46005
0.0545411,0.867778,0.000334455,0.000188048,0.000352464,0.000935861,0.00130171,0.00175762,0.0031575,0.00684091,0.0147283,0.0451819,0.000120792,0.676434,0.975607,1,50.9522,0.353269,0.323746,28.1389,0.802644,63.9303,3.00907,179.216,0.67581,261.273,0.489141,296.888,1.06554,0.208027,0.423512,0.23944,0.495734
0.0539746,0.671764,0.000371711,0.00032767,0.000454182,0.000856405,0.00114804,0.00167738,0.00289947,0.00612798,0.0136818,0.0426212,0.000109585,0.493513,0.970324,1,61.9717,0.308978,0.261741,27.6265,0.472011,62.9815,0.762929,177.786,1.15496,261.907,0.359814,295.929,0.824958,0.194129,0.379644,0.196884,0.390197
0.0500685,0.863875,0.000398386,0.000302061,0.000543508,0.000801766,0.0011059,0.00158439,0.00287709,0.00596298,0.0129897,0.0399129,0.000122411,0.455782,0.981816,1,50.997,0.404303,0.284075,28.5266,2.58357,66.2849,0.694513,181.284,1.26173,260.834,1.02376,298.573,2.03112,0.216032,0.429226,0.245606,0.520286
0.0518661,0.826064,0.00029408,0.000277019,0.000435138,0.000926567,0.00127063,0.00162716,0.00305011,0.00678526,0.0147123,0.0469931,0.000113895,0.555828,0.993511,1,62.736,0.355095,0.295616,28.653,1.64035,65.3381,0.76166,180.138,1.33443,259.069,1.81396,297.151,0.461731,0.212414,0.418158,0.238858,0.476235
0.052506,0.830083,0.000369813,0.000302192,0.000451349,0.000948765,0.00130776,0.00169125,0.00322415,0.0070198,0.0154751,0.0484666,0.000115593,0.562222,0.993538,1,60.8902,0.34316,0.298886,28.572,2.11204,64.8888,0.93477,181.133,1.00212,259.19,3.03355,297.441,0.558325,0.203442,0.420854,0.228959,0.458705
0.0500318,0.847786,0.000272993,0.000217188,0.000474231,0.00106248,0.001443,0.00207065,0.00375789,0.00789446,0.0173192,0.055035,9.17516e-05,0.588086,0.94201,1,49.4447,0.395145,0.278248,28.1932,1.35933,64.7407,3.73757,181.239,1.84592,258.569,0.366897,296.086,3.68407,0.198242,0.405996,0.202815,0.417179
0.0469301,0.862317,0.000212297,0.000153174,0.000306522,0.00101407,0.00136328,0.00182903,0.00342546,0.00679689,0.0148141,0.0481576,8.6767e-05,0.714008,0.892695,1,54.1962,0.478528,0.268749,28.8216,0.899726,62.1472,1.00967,176.413,0.70917,260.94,1.17497,299.427,0.401246,0.214282,0.409972,0.242008,0.480659
0.0509368,0.777063,0.000334558,0.000287613,0.000475583,0.000838347,0.00116852,0.00150889,0.00292049,0.00633539,0.0143095,0.0426614,0.00012329,0.507788,0.996432,1,66.0718,0.346931,0.274618,27.731,1.03757,64.865,1.59271,181.959,0.404424,261.336,0.326452,295.388,0.755941,0.201701,0.408388,0.201673,0.43844
0.0484485,0.719146,0.000281542,0.000247845,0.000366643,0.00077711,0.0010688,0.00151609,0.00272803,0.00552676,0.0118972,0.0377235,9.57907e-05,0.530831,0.948503,1,70.3047,0.391248,0.238404,27.8671,1.06231,65.9869,0.738533,179.18,0.336047,260.924,0.434115,294.111,1.37344,0.188472,0.374604,0.194019,0.377248
0.0541301,0.697837,0.000303843,0.000232382,0.000357006,0.000890906,0.00121254,0.0016459,0.00305842,0.00664262,0.0147219,0.04552,0.000111078,0.618477,0.989475,1,43.0904,0.310623,0.282761,27.6943,0.444039,64.0499,2.10245,183.535,0.296208,258.927,0.275932,297.629,1.09786,0.209053,0.399972,0.217474,0.437527
0.0450717,0.937611,0.000264493,0.000274947,0.000437958,0.000872477,0.00120033,0.00154081,0.00273289,0.00622753,0.0131803,0.0415253,7.72514e-05,0.536689,0.994612,1,73.8063,0.635183,0.272512,28.038,0.570618,65.9683,0.404808,176.795,0.743878,261.888,3.31723,297.901,1.51321,0.198026,0.402555,0.252983,0.476493
0.0560031,0.80238,0.000566581,0.000518296,0.000819631,0.000971757,0.00140111,0.00200336,0.00333107,0.00729295,0.0168328,0.0532529,0.000127937,0.376572,0.994066,1,43.556,0.312703,0.310686,29.3657,1.45041,63.7123,5.47941,181.263,1.51601,260.767,0.277773,295.933,0.900584,0.228051,0.44876,0.237197,0.465157
0.0517326,0.823522,0.000203418,0.000147587,0.000296422,0.000796475,0.00109384,0.00158326,0.00306597,0.00591722,0.012856,0.0398197,0.000100485,0.703858,0.897539,1,76.5812,0.429594,0.282029,27.2789,0.53772,63.5474,0.387822,178.425,1.0031,259.82,6.06243,298.802,1.29172,0.202859,0.398744,0.240376,0.481669
0.0515908,0.830033,0.000236246,0.000132183,0.000330521,0.000819153,0.00107588,0.00160333,0.00311876,0.00606754,0.0129587,0.0408174,0.000109322,0.740178,0.937616,1,78.3636,0.396244,0.291976,27.1881,0.564491,63.2651,0.472088,178.755,0.847394,260.052,4.3486,298.685,2.00871,0.198718,0.397316,0.249508,0.472784
0.0620541,0.740316,0.000381752,0.000364965,0.000627738,0.00105576,0.00141643,0.00181199,0.00357885,0.00715922,0.015805,0.0480757,0.000104166,0.479376,0.917625,1,36.2424,0.308151,0.314546,28.7465,0.65032,61.1951,4.67466,179.928,1.90377,260.71,0.30286,296.867,0.82237,0.218787,0.419691,0.228998,0.463339
0.0479741,0.682138,0.000177841,0.000211286,0.000372086,0.000569524,0.000827228,0.00105209,0.00202324,0.00438344,0.00946241,0.0291365,0.000160164,0.444603,0.998858,1,116.127,0.32373,0.234603,27.9231,1.65134,64.9471,0.422773,178.615,0.727653,261.934,1.42417,296.794,1.53151,0.192745,0.398795,0.220463,0.455733
0.0563868,0.835022,0.000525643,0.000543157,0.000670156,0.00104871,0.00152345,0.00197756,0.00368605,0.00752308,0.0165554,0.0519368,0.000108514,0.424739,0.966781,1,48.5282,0.385001,0.323969,29.1489,0.484309,61.2017,1.79726,179.607,1.19742,258.972,0.266298,300.175,0.492917,0.24801,0.459576,0.28673,0.522336
0.0544935,0.686319,0.000308226,0.000296213,0.000535924,0.000549887,0.000789594,0.00107214,0.00185482,0.00408926,0.00854006,0.0263477,0.00022518,0.330343,0.995847,1,54.1293,0.275061,0.270033,28.59,1.87129,63.9935,1.36445,179.187,0.464326,263.837,5.20619,296.634,0.885268,0.226262,0.442586,0.270488,0.55604
0.0528496,0.674,0.000245447,0.000259078,0.000368743,0.000487942,0.000690344,0.000934455,0.00178252,0.00362209,0.0076713,0.0231799,0.000217717,0.36542,0.995122,1,52.0004,0.278592,0.259474,29.2408,1.77047,63.7739,2.4756,181.742,0.354126,262.704,0.402546,297.066,1.04069,0.224012,0.454706,0.274708,0.582329
0.0481753,0.756634,0.000282986,0.000251667,0.000412406,0.00069656,0.000934104,0.00132739,0.00249791,0.00502774,0.0113406,0.0350437,0.000139467,0.493903,0.938044,1,59.429,0.39666,0.255424,29.113,0.760554,61.4804,0.602992,176.708,3.67669,259.38,1.69822,297.981,1.17217,0.22934,0.440578,0.285252,0.482071
0.0483985,0.767447,0.000273317,0.000253123,0.00041115,0.000697991,0.000948416,0.00132626,0.00248397,0.00499543,0.0113308,0.0349398,0.00013594,0.495953,0.942445,1,59.221,0.394531,0.259373,29.1928,0.732788,61.5465,0.638209,176.763,4.31938,259.09,1.94483,298.08,1.10494,0.230806,0.440451,0.284628,0.484975
0.0544893,0.762871,0.00030396,0.000223269,0.000380594,0.000854754,0.00110874,0.00150197,0.00284384,0.00599333,0.0129122,0.0410673,0.000111494,0.564407,0.999533,1,63.4727,0.315741,0.286281,27.7769,1.83339,66.9232,1.93875,182.612,0.290925,261.421,0.285899,296.548,0.896265,0.182771,0.389091,0.189563,0.441668
0.0489875,0.798061,0.000373756,0.000298338,0.000569937,0.00106603,0.00138615,0.0018395,0.00350376,0.00713869,0.0164472,0.0521214,0.000106244,0.501496,0.966499,1,56.9025,0.391,0.274276,29.1667,0.757665,60.8799,1.10423,176.353,1.45147,259.238,1.17722,297.682,0.684476,0.224693,0.430588,0.254434,0.440402
0.0473191,0.775895,0.000289131,0.00029077,0.000395232,0.000894181,0.00115924,0.00164791,0.0030248,0.00630699,0.0139427,0.0428856,0.000110902,0.568965,0.954284,1,42.2269,0.419359,0.259766,28.5557,0.553005,62.3769,2.84633,178.939,0.875731,259.009,0.683457,298.32,0.761983,0.224773,0.420735,0.248702,0.477445
0.0451204,0.801548,0.000193889,0.000196125,0.000256012,0.000697782,0.000971069,0.00125752,0.00246358,0.00545522,0.0117279,0.0366967,0.000174154,0.673896,0.998047,1,72.5582,0.376106,0.267124,28.4325,1.01525,63.0788,0.936679,178.563,1.87629,261.744,0.719124,296.892,1.73074,0.230754,0.445712,0.268092,0.515281
0.044632,0.789282,0.000184381,0.000197662,0.0002537,0.000679169,0.000958964,0.00123477,0.00242325,0.00537458,0.0115233,0.036091,0.0001716,0.68804,0.998829,1,74.4288,0.377198,0.262262,28.4348,1.09802,63.1053,1.02389,178.112,1.98007,261.514,0.681622,297.037,1.52587,0.22951,0.438072,0.270117,0.52292
0.0600697,0.749313,0.000368791,0.000323023,0.000579083,0.00102382,0.00145204,0.00180915,0.00336791,0.00701153,0.0150758,0.0470052,0.000121788,0.459371,0.960506,1,44.401,0.301444,0.318405,28.975,0.805466,61.0897,1.27577,179.662,0.380555,258.825,1.46559,297.611,0.55997,0.22688,0.43216,0.266635,0.465384
0.0491679,0.657487,0.000291567,0.00021732,0.000357847,0.000816878,0.00107513,0.00157421,0.00286765,0.00603679,0.0132518,0.042819,0.000118559,0.581529,0.977173,1,55.3446,0.343527,0.252025,27.8767,0.354297,60.3366,3.19419,178.742,2.39697,260.479,0.702695,298.186,2.02743,0.219223,0.40488,0.23515,0.44179
0.0573917,0.763974,0.000286999,0.000226799,0.000387171,0.000922076,0.00120638,0.00175917,0.00313998,0.00692508,0.0155593,0.046304,0.000100161,0.624424,0.995675,1,65.0008,0.308434,0.304349,27.1627,0.836605,65.4335,0.74511,180.285,0.798273,259.769,0.516353,297.746,0.531686,0.177939,0.372051,0.204022,0.422969
0.0503383,0.707991,0.000380186,0.000337147,0.000591758,0.000888879,0.00118035,0.00167598,0.00291767,0.00550117,0.0119902,0.0382366,0.000132754,0.384662,0.889781,1,58.5391,0.34242,0.235151,28.5557,1.17192,63.6211,0.99762,178.192,1.08879,262.211,0.29001,295.513,2.34922,0.20658,0.414394,0.193954,0.427449
0.0530258,0.733436,0.000376406,0.000395187,0.00061684,0.000871827,0.00115024,0.00166167,0.00295849,0.00542854,0.0118346,0.0371985,0.0001236,0.386688,0.873545,1,49.9012,0.345832,0.248866,28.8418,0.715559,64.3277,1.10654,178.677,0.973689,262.079,0.273073,295.767,0.466245,0.209636,0.412528,0.198871,0.442133
0.0518978,0.734161,0.000269841,0.00021376,0.000362856,0.000633041,0.000875856,0.00118818,0.00221508,0.00463689,0.00978786,0.0287705,0.000159286,0.477259,0.963251,1,58.7497,0.324266,0.266738,28.7904,2.3797,63.1613,0.643862,179.894,1.07537,259.651,1.36631,298.275,2.25416,0.217057,0.432868,0.269073,0.51585
0.0536419,0.698631,0.000635077,0.000561897,0.000655246,0.000872137,0.00113316,0.00153937,0.00286114,0.00589221,0.0129143,0.0416016,0.00011249,0.34277,0.961873,1,55.0294,0.335725,0.259152,27.9428,0.5405,62.6615,2.3599,178.838,1.67481,260.872,0.48653,295.457,0.627542,0.202483,0.399249,0.210987,0.427661
0.0530659,0.797256,0.0002106,0.000225991,0.000315687,0.000572022,0.000803428,0.00107462,0.00194797,0.00402453,0.00866922,0.0259804,0.000165426,0.48252,0.960166,1,53.8148,0.368662,0.284003,28.455,0.691374,64.744,1.74852,179.988,1.33074,259.286,1.26603,299.851,0.483392,0.224467,0.448823,0.319238,0.615936
0.0474377,0.723816,0.000417245,0.000368962,0.000663415,0.000866762,0.00126175,0.00155904,0.00295572,0.00607656,0.0131869,0.0436034,0.000139605,0.376859,0.983445,1,50.884,0.348863,0.246626,28.682,0.761026,61.634,1.28298,179.127,2.00455,262.322,0.65495,295.327,0.554918,0.221806,0.428386,0.219548,0.447287
0.0471057,0.748402,0.000430623,0.000371063,0.000674532,0.00084393,0.00117225,0.00154604,0.00281666,0.00594777,0.0129094,0.0430483,0.000127426,0.392368,0.986869,1,52.3191,0.377074,0.249846,28.8311,0.953556,61.3475,1.03025,178.617,1.6925,262.038,0.622804,294.459,0.486253,0.218291,0.429568,0.21893,0.451286
0.0628813,0.816056,0.000334444,0.000208029,0.000520578,0.00104814,0.00139685,0.00188906,0.00364472,0.0070825,0.0146918,0.0455202,0.000105193,0.539903,0.870377,1,54.6909,0.32878,0.320676,28.2436,0.70214,64.3847,1.52666,180.872,1.00809,257.86,1.11471,297.439,1.03353,0.203291,0.41297,0.239886,0.438043
0.0520039,0.69971,0.000425508,0.000328455,0.000508794,0.000764339,0.00103345,0.00137944,0.00247314,0.00510429,0.0104202,0.0322725,0.000115435,0.403895,0.912896,1,46.003,0.369127,0.24308,28.2361,0.914808,63.4704,0.866401,177.493,1.076,261.882,0.347788,295.737,0.503031,0.200372,0.39694,0.203885,0.441205
0.0529952,0.713917,0.000438311,0.000413486,0.000674834,0.000867791,0.0011595,0.0015226,0.0028477,0.00536568,0.0117961,0.0361033,0.000111445,0.353366,0.899548,1,51.7825,0.363135,0.246432,28.2462,0.916152,63.1139,0.390293,178.259,1.24577,260.352,0.26838,295.648,0.462001,0.200073,0.404497,0.206847,0.411149
0.0560456,0.809623,0.000341366,0.00035245,0.000535017,0.00077259,0.00102973,0.00136019,0.00248706,0.00545378,0.0121924,0.0353731,0.000152588,0.419029,0.998073,1,50.5362,0.334005,0.306497,28.1211,0.855637,64.1938,5.09044,178.197,0.525673,258.332,2.15665,296.219,0.82337,0.208813,0.438102,0.275938,0.506238
